model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,TOTAL_additive_only,secs
"plate 1, pxs 2",0.4904864206227723,0.47466522144350437,0.3323022918629202,0.22324287339777915,0.6310044127337614,0.8876695462553434,0.3968036839869109,0.3328946790487141,0.2788970452402291,0.6317372040802001,0.5643905021833443,0.9861373046848071,0.9712045124416011,0.8693147876798965,0.8341563281839536,"plate 1, pxs 2",1,CGD,0.47167734281016316,186.1
"plate 1, pxs 6",0.4902562668747372,0.477604729090194,0.3312864568860127,0.22250675431245134,0.6338107959869094,0.8876610372722166,0.39776853071220764,0.3312855296076075,0.2778717663868977,0.6318388822511452,0.5653315863645292,0.9861396736468413,0.9711983830941422,0.8693329804536252,0.8353512312796704,"plate 1, pxs 6",1,CGD,0.4698247026674715,168.4
"plate 1, pxs 2",0.4418388798855097,0.5167035761368012,0.2763357232628851,0.21594369721693651,0.590731594067759,0.8437432167799045,0.3806973059007966,0.19935414393988624,0.24280030551757906,0.6183476917775081,0.5530050197017146,0.9793039962879033,0.956667670375451,0.8187373785191422,0.828227534269327,"plate 1, pxs 2",2,DHY210,0.431804950593281,183.5
"plate 1, pxs 2",0.45328936610339854,0.484279415613054,0.2874686404575852,0.17828161961117991,0.6074396539591931,0.8659343336700682,0.37652004248983756,0.2874491600038434,0.19943399788159416,0.6133063230800013,0.5453044972367568,0.9815625839127279,0.961420505538468,0.8512035691922969,0.8151033378879723,"plate 1, pxs 2",3,BAH,0.4440440715830719,183.3
"plate 1, pxs 2",0.4604722233040038,0.5017549565419852,0.3054188137481203,0.23920362488687352,0.6197193379966845,0.878653776065551,0.3963505827947586,0.21908935026876444,0.26025271003140094,0.6198717113754243,0.5559647838925686,0.9845579799518839,0.9679695587855093,0.8600611014603431,0.8275764385032034,"plate 1, pxs 2",5,CGD,0.4495063644358663,190.3
"plate 1, pxs 2",0.4647600242339115,0.4467840606524135,0.26806580407813,0.20692729515345615,0.6044057929090606,0.8642618584607681,0.3545993015957803,0.3322982379761971,0.23227790487007766,0.631484009494408,0.5438839524823412,0.9840297302347598,0.9663762556109716,0.8452840661237087,0.8250971383450078,"plate 1, pxs 2",4,CEK,0.4596919316458298,196.6
"plate 1, pxs 6",0.4430152866157661,0.5185549752690077,0.2754796497497605,0.2133319709090544,0.5936651023580264,0.8437803644792801,0.38090075759668285,0.20528896522590895,0.24230477297167902,0.6183520381377074,0.5536014573490212,0.9792864378921236,0.9566268788024542,0.8190073385616536,0.8291149510867221,"plate 1, pxs 6",2,DHY210,0.43252737709743827,186.6
"plate 1, pxs 6",0.44048006831062086,0.5075285839963948,0.2709153702195313,0.19009199623314132,0.6004564631222877,0.854558323017601,0.37216746618338586,0.1987986474618691,0.23784026046842607,0.6124443386575331,0.5590864341888372,0.9830086515639493,0.9642086274762736,0.8335292943503159,0.8358084511178061,"plate 1, pxs 6",0,CEK,0.43011031413303613,197.7
"plate 1, pxs 6",0.4544510996487274,0.48928996210713444,0.2867763526978866,0.17808462719736196,0.6102983661856592,0.8657974884049082,0.37859636531661695,0.29048263788560597,0.19893363488975077,0.613797456653257,0.547590208363888,0.981538386932596,0.9613822438056183,0.850965550813746,0.8176027691765703,"plate 1, pxs 6",3,BAH,0.4434040480086765,191.8
"plate 1, pxs 6",0.46136183613011544,0.5032984803766568,0.3051095465363664,0.2372299786324972,0.6231236477016193,0.878704093149826,0.3968087513530214,0.22310714838647153,0.2597527213366835,0.6203027369406067,0.5563316404640641,0.9845828147088523,0.9680196590014248,0.8601169405762323,0.8276369769084434,"plate 1, pxs 6",5,CGD,0.4496588479805925,172.6
"plate 1, pxs 6",0.465289159111007,0.45113784349390434,0.26790225541244844,0.2070811451633738,0.6069376774079503,0.8644789026834474,0.35649227769432607,0.3310083211501292,0.2325649222620323,0.6323703174685923,0.5463725744288882,0.9840517716502682,0.9664333804728882,0.8454712973162591,0.8281409009345057,"plate 1, pxs 6",4,CEK,0.45851811762538286,209.5
"plate 2, pxs 1",0.43827225831496663,0.5050612111435206,0.272202085230444,0.19319805338218943,0.5983604913543316,0.8537122140320643,0.3720400748054214,0.18637378635959753,0.24039902271766708,0.612424208117473,0.5584562835999625,0.9828962939285381,0.9640409002792878,0.8319024483248071,0.8351114685734922,"plate 2, pxs 1",0,CEK,0.428476904843542,170.6
"plate 2, pxs 1",0.49155063101667806,0.4719712030337345,0.34020627321454017,0.22322957839692353,0.628730608809296,0.8885876983958939,0.39840507466478,0.32995024130694756,0.285331613368165,0.6293526673202432,0.5648037000851479,0.986347088841157,0.9716546904582508,0.8692882096689969,0.8337559381215448,"plate 2, pxs 1",1,CGD,0.4729590492274577,173.8
